Number,Day,Month,Year,Hour1,Hour2,Weekday,Holiday,Mod168,Day-Ahead Price PTF (TL/MWh),Forecast Demand/Supply,Temperature,Realized D/S(-24),Balancing market(-24),Realized Demand/Supply,Balancing Market Prices SMP (TL/MWh)
271,12,1,2013,6,6,6,0,126,128,0.639141667,4.959282457,0.66440854,183,0.636245803,180
272,12,1,2013,7,7,6,0,127,128,0.655776424,5.670720178,0.690312793,185,0.64724088,170
273,12,1,2013,8,8,6,0,128,184.98,0.749025231,6.24799305,0.79190371,200,0.728830059,184.98
274,12,1,2013,9,9,6,0,129,189.86,0.823858102,6.80386604,0.863797797,205,0.806295416,189.86
275,12,1,2013,10,10,6,0,130,190.9,0.866496885,7.238667565,0.889357318,218.01,0.843321327,200
276,12,1,2013,11,11,6,0,131,200,0.873619475,7.400846797,0.897524538,218.02,0.870869764,200.01
277,12,1,2013,12,12,6,0,132,186.12,0.853475968,7.24517456,0.834980494,200.02,0.852057805,200.02
278,12,1,2013,13,13,6,0,133,191,0.852204558,7.24861379,0.864576077,203.02,0.847503272,200.02
279,12,1,2013,14,14,6,0,134,197.48,0.839090714,6.932905949,0.879263044,218.02,0.837994233,200.03
280,12,1,2013,15,15,6,0,135,186.86,0.827153231,6.489080528,0.874602386,218,0.820643895,200.01
281,12,1,2013,16,16,6,0,136,190.01,0.83926302,6.04974985,0.890346497,217.28,0.820008439,200.01
282,12,1,2013,17,17,6,0,137,200.01,0.857345403,5.812484609,0.900734034,217.26,0.833897646,200.02
283,12,1,2013,18,18,6,0,138,190.01,0.844386733,5.4108644,0.86216311,200.1,0.820120912,200.01
284,12,1,2013,19,19,6,0,139,185.42,0.820984148,5.014102699,0.829292581,200.01,0.801799453,200
285,12,1,2013,20,20,6,0,140,178,0.82227103,4.843595586,0.809319147,200,0.783474318,192.87
286,12,1,2013,21,21,6,0,141,170.02,0.788726334,4.511189207,0.788176526,200,0.766254098,200
287,12,1,2013,22,22,6,0,142,184.84,0.792040586,4.31993404,0.794289704,200,0.76982475,200
288,12,1,2013,23,23,6,0,143,171.99,0.767102908,4.190686767,0.759999664,200,0.739835887,200
289,13,1,2013,0,0,7,0,144,174.99,0.706560226,4.100342279,0.716239303,178.11,0.705216168,190
290,13,1,2013,1,1,7,0,145,124,0.663434047,3.814945134,0.675360546,192.87,0.657849477,195
291,13,1,2013,2,2,7,0,146,80.01,0.624014644,3.756921937,0.649443764,192.87,0.626518702,194
292,13,1,2013,3,3,7,0,147,75,0.607106733,3.658019509,0.632065803,188,0.606713584,160
293,13,1,2013,4,4,7,0,148,39,0.599922117,3.542340971,0.627275596,173,0.598730308,100
294,13,1,2013,5,5,7,0,149,63.99,0.602787127,3.466605323,0.627091233,170,0.596968222,63.99
295,13,1,2013,6,6,7,0,150,75.01,0.604193587,3.626301444,0.636245803,180,0.599590974,75.01
296,13,1,2013,7,7,7,0,151,75,0.580008264,4.357793378,0.64724088,170,0.582763972,75
297,13,1,2013,8,8,7,0,152,99.99,0.606826775,5.260396404,0.728830059,184.98,0.609173884,99.99
298,13,1,2013,9,9,7,0,153,140.01,0.662085677,5.927308769,0.806295416,189.86,0.660774908,188
299,13,1,2013,10,10,7,0,154,179.99,0.713314223,5.955186509,0.843321327,200,0.703977259,135
300,13,1,2013,11,11,7,0,155,184.87,0.738544645,6.476480183,0.870869764,200.01,0.728985767,150
301,13,1,2013,12,12,7,0,156,184.99,0.757328549,6.578126365,0.852057805,200.02,0.743077486,184.99
302,13,1,2013,13,13,7,0,157,185,0.754532007,6.688349942,0.847503272,200.02,0.737230535,160
303,13,1,2013,14,14,7,0,158,185,0.75017427,6.264201311,0.837994233,200.03,0.735408516,140
304,13,1,2013,15,15,7,0,159,180,0.745332912,5.661302843,0.820643895,200.01,0.721603409,110
305,13,1,2013,16,16,7,0,160,185.75,0.753961834,5.12265207,0.820008439,200.01,0.74422316,110
306,13,1,2013,17,17,7,0,161,190,0.777627425,4.724369083,0.833897646,200.02,0.776077372,190
307,13,1,2013,18,18,7,0,162,190.99,0.779629463,4.375996593,0.820120912,200.01,0.782729606,190.99
308,13,1,2013,19,19,7,0,163,186.86,0.771060342,4.041625359,0.801799453,200,0.777386721,190
309,13,1,2013,20,20,7,0,164,185,0.760203829,3.546574223,0.783474318,192.87,0.765451603,198.83
310,13,1,2013,21,21,7,0,165,179.99,0.747216422,3.0487819,0.766254098,200,0.752617954,200
311,13,1,2013,22,22,7,0,166,185,0.757326144,2.798694031,0.76982475,200,0.760529003,195
312,13,1,2013,23,23,7,0,167,174.99,0.723707636,2.608311687,0.739835887,200,0.724389237,190
313,14,1,2013,0,0,1,0,0,140,0.662321309,2.223395172,0.705216168,190,0.676428753,173.26
314,14,1,2013,1,1,1,0,1,120.01,0.619338568,2.009353016,0.657849477,195,0.633107554,181
315,14,1,2013,2,2,1,0,2,109.99,0.595246953,1.775738773,0.626518702,194,0.606915388,109.99
316,14,1,2013,3,3,1,0,3,100.03,0.579334398,1.615146336,0.606713584,160,0.592329559,100.03
317,14,1,2013,4,4,1,0,4,100.01,0.571683683,1.414515344,0.598730308,100,0.589732933,100.01
318,14,1,2013,5,5,1,0,5,100.05,0.58227352,1.372868972,0.596968222,63.99,0.603676725,100.05
319,14,1,2013,6,6,1,0,6,124,0.619143985,1.976514293,0.599590974,75.01,0.632933283,181
320,14,1,2013,7,7,1,0,7,160,0.654283335,3.64271796,0.582763972,75,0.673324044,181
321,14,1,2013,8,8,1,0,8,190.01,0.768013119,5.093828324,0.609173884,99.99,0.787944763,200
322,14,1,2013,9,9,1,0,9,200.59,0.840840402,6.368977803,0.660774908,188,0.867183253,206
323,14,1,2013,10,10,1,0,10,202,0.870262427,7.433267606,0.703977259,135,0.885639677,205
324,14,1,2013,11,11,1,0,11,205.99,0.879018838,8.409663831,0.728985767,150,0.888202889,206
325,14,1,2013,12,12,1,0,12,200.01,0.851642563,8.814404338,0.743077486,184.99,0.848527687,200.01
326,14,1,2013,13,13,1,0,13,202.99,0.852385093,9.112419361,0.737230535,160,0.851254643,175
327,14,1,2013,14,14,1,0,14,202.99,0.868211025,8.472970777,0.735408516,140,0.858010845,203
328,14,1,2013,15,15,1,0,15,202,0.862722638,6.827874954,0.721603409,110,0.84793682,202
329,14,1,2013,16,16,1,0,16,203,0.887563138,5.429062069,0.74422316,110,0.869046288,203
330,14,1,2013,17,17,1,0,17,202.99,0.894353519,4.62567294,0.776077372,190,0.900647693,216.3
331,14,1,2013,18,18,1,0,18,189.99,0.87085753,3.930574351,0.782729606,190.99,0.867685121,206.01
332,14,1,2013,19,19,1,0,19,185,0.841283549,3.477503667,0.777386721,190,0.837700305,200.01
333,14,1,2013,20,20,1,0,20,174.8,0.818126568,3.114331619,0.765451603,198.83,0.814077491,200
334,14,1,2013,21,21,1,0,21,169.98,0.802203177,2.80232974,0.752617954,200,0.798386871,200
335,14,1,2013,22,22,1,0,22,184.99,0.803694298,2.592054648,0.760529003,195,0.800435447,200.01
336,14,1,2013,23,23,1,0,23,164.99,0.755334648,2.260325271,0.724389237,190,0.768170146,200
337,15,1,2013,0,0,2,0,24,160.66,0.700784307,2.103910309,0.676428753,173.26,0.705253754,180
338,15,1,2013,1,1,2,0,25,160,0.659460046,1.741628066,0.633107554,181,0.666088531,175
339,15,1,2013,2,2,2,0,26,124,0.628960691,1.823943435,0.606915388,109.99,0.647244917,195
340,15,1,2013,3,3,2,0,27,123.99,0.613341456,1.523059111,0.592329559,100.03,0.630342759,191
341,15,1,2013,4,4,2,0,28,123.99,0.610898587,1.467370393,0.589732933,100.01,0.626014412,185
342,15,1,2013,5,5,2,0,29,124,0.618450169,1.53749643,0.603676725,100.05,0.637627343,180
343,15,1,2013,6,6,2,0,30,129.99,0.644310232,2.440656828,0.632933283,181,0.662353527,185
344,15,1,2013,7,7,2,0,31,160.65,0.674236021,4.47155244,0.673324044,181,0.687622577,170
345,15,1,2013,8,8,2,0,32,186.86,0.770049032,5.627301945,0.787944763,200,0.786995228,200.01
346,15,1,2013,9,9,2,0,33,201.99,0.84108095,7.611848543,0.867183253,206,0.846638731,202.01
347,15,1,2013,10,10,2,0,34,203,0.860937845,8.557444607,0.885639677,205,0.864831226,203
348,15,1,2013,11,11,2,0,35,206,0.862476579,9.510167668,0.888202889,206,0.861108864,150
349,15,1,2013,12,12,2,0,36,201.99,0.829090342,10.13441026,0.848527687,200.01,0.826377188,141.52
350,15,1,2013,13,13,2,0,37,203,0.838238223,10.12047584,0.851254643,175,0.826613115,130
351,15,1,2013,14,14,2,0,38,203,0.842903857,9.226944458,0.858010845,203,0.821729399,140
352,15,1,2013,15,15,2,0,39,201,0.8384517,7.622363798,0.84793682,202,0.815213884,140
353,15,1,2013,16,16,2,0,40,202.99,0.858621945,6.487111889,0.869046288,203,0.840013404,140
354,15,1,2013,17,17,2,0,41,203,0.871100374,5.987225107,0.900647693,216.3,0.871191271,203
355,15,1,2013,18,18,2,0,42,195.9,0.846606523,5.664593409,0.867685121,206.01,0.840131879,200
356,15,1,2013,19,19,2,0,43,189.99,0.821818156,5.318389426,0.837700305,200.01,0.810982331,138
357,15,1,2013,20,20,2,0,44,178.39,0.805048492,5.045883754,0.814077491,200,0.794366997,78
358,15,1,2013,21,21,2,0,45,160.66,0.78139112,4.679203247,0.798386871,200,0.776956471,100
359,15,1,2013,22,22,2,0,46,175,0.786223737,4.414307098,0.800435447,200.01,0.77735209,175
360,15,1,2013,23,23,2,0,47,160.65,0.735577793,4.283340017,0.768170146,200,0.747730045,160.65
361,16,1,2013,0,0,3,0,48,145,0.690072977,4.302246868,0.705253754,180,0.701768034,173.86
362,16,1,2013,1,1,3,0,49,140,0.655826763,4.107758245,0.666088531,175,0.657814899,145
363,16,1,2013,2,2,3,0,50,100,0.638340707,4.089426395,0.647244917,195,0.6355134,145
364,16,1,2013,3,3,3,0,51,63.99,0.623390114,4.026391535,0.630342759,191,0.623467715,145
365,16,1,2013,4,4,3,0,52,35,0.618145599,4.007377906,0.626014412,185,0.621140631,145
366,16,1,2013,5,5,3,0,53,35,0.627767149,3.945909923,0.637627343,180,0.629833872,145
367,16,1,2013,6,6,3,0,54,100.09,0.649587499,4.685280163,0.662353527,185,0.652562197,145
368,16,1,2013,7,7,3,0,55,115,0.677485832,6.166922714,0.687622577,170,0.681056157,145
369,16,1,2013,8,8,3,0,56,185,0.786044995,7.893326817,0.786995228,200.01,0.781906017,188
370,16,1,2013,9,9,3,0,57,190.01,0.853958847,9.275747273,0.846638731,202.01,0.846484773,200
371,16,1,2013,10,10,3,0,58,197.94,0.871904128,10.37132749,0.864831226,203,0.85975938,197.94
372,16,1,2013,11,11,3,0,59,203.99,0.875972136,11.37482511,0.861108864,150,0.861961734,203.99
373,16,1,2013,12,12,3,0,60,186.87,0.838211942,11.6642684,0.826377188,141.52,0.824109348,135
374,16,1,2013,13,13,3,0,61,190.01,0.834074518,11.37908683,0.826613115,130,0.824297312,141.52
375,16,1,2013,14,14,3,0,62,199.99,0.834403295,10.47296236,0.821729399,140,0.826996361,199.99
376,16,1,2013,15,15,3,0,63,190,0.830277451,9.306365798,0.815213884,140,0.825810866,177
377,16,1,2013,16,16,3,0,64,200.01,0.846569215,8.273945206,0.840013404,140,0.839581217,141.52
378,16,1,2013,17,17,3,0,65,204.99,0.876447433,7.882898681,0.871191271,203,0.865899754,204.99
379,16,1,2013,18,18,3,0,66,185.42,0.848489423,7.015801167,0.840131879,200,0.838614019,185.42
380,16,1,2013,19,19,3,0,67,180.01,0.816836575,6.566315936,0.810982331,138,0.814936542,145
381,16,1,2013,20,20,3,0,68,174.8,0.798805557,6.028637387,0.794366997,78,0.798179741,174.8
382,16,1,2013,21,21,3,0,69,145,0.781139278,5.858481176,0.776956471,100,0.776498242,145
383,16,1,2013,22,22,3,0,70,174.8,0.782766531,5.579132722,0.77735209,175,0.780707956,174.8
384,16,1,2013,23,23,3,0,71,144.99,0.754839416,5.688039591,0.747730045,160.65,0.744668275,177
385,17,1,2013,0,0,4,0,72,140,0.700197787,5.473164731,0.701768034,173.86,0.689684485,170
386,17,1,2013,1,1,4,0,73,101,0.651242219,5.594742593,0.657814899,145,0.653865278,173
387,17,1,2013,2,2,4,0,74,64,0.63209373,5.966801996,0.6355134,145,0.629301119,160
388,17,1,2013,3,3,4,0,75,35,0.622078822,5.977206451,0.623467715,145,0.614245812,150
389,17,1,2013,4,4,4,0,76,35,0.620053517,6.105732431,0.621140631,145,0.613928218,35
390,17,1,2013,5,5,4,0,77,64,0.63069982,6.10340917,0.629833872,145,0.623749145,160
391,17,1,2013,6,6,4,0,78,123.99,0.652859551,6.24845953,0.652562197,145,0.648318032,170
392,17,1,2013,7,7,4,0,79,144.99,0.682516446,7.400038531,0.681056157,145,0.687208422,165
393,17,1,2013,8,8,4,0,80,185,0.778924357,8.644772449,0.781906017,188,0.775196281,190
394,17,1,2013,9,9,4,0,81,187.63,0.834493841,9.66556047,0.846484773,200,0.833240825,200
395,17,1,2013,10,10,4,0,82,187.64,0.851506453,10.50198435,0.85975938,197.94,0.843883685,187.64
396,17,1,2013,11,11,4,0,83,192.96,0.853292525,11.20509942,0.861961734,203.99,0.85014171,192.96
397,17,1,2013,12,12,4,0,84,182.18,0.812835151,11.31232118,0.824109348,135,0.82239552,145
398,17,1,2013,13,13,4,0,85,185.42,0.818223473,10.96270109,0.824297312,141.52,0.832340385,145
399,17,1,2013,14,14,4,0,86,185,0.821512818,10.54396671,0.826996361,199.99,0.837917562,185
400,17,1,2013,15,15,4,0,87,171.99,0.817879404,9.654084675,0.825810866,177,0.827900338,171.99
401,17,1,2013,16,16,4,0,88,185,0.831110135,9.063510585,0.839581217,141.52,0.836021468,195
402,17,1,2013,17,17,4,0,89,191.59,0.858546783,8.763571546,0.865899754,204.99,0.855397944,200
403,17,1,2013,18,18,4,0,90,170,0.835139859,8.557984978,0.838614019,185.42,0.830376282,170
404,17,1,2013,19,19,4,0,91,170,0.802829584,8.305670832,0.814936542,145,0.798926171,160
405,17,1,2013,20,20,4,0,92,169.99,0.788310042,8.110857248,0.798179741,174.8,0.783081507,160
406,17,1,2013,21,21,4,0,93,144.99,0.771830118,8.278982701,0.776498242,145,0.767095722,144.99
407,17,1,2013,22,22,4,0,94,169.99,0.772234182,8.065215373,0.780707956,174.8,0.773491892,169.99
408,17,1,2013,23,23,4,0,95,144.99,0.742711199,8.033544732,0.744668275,177,0.737959363,160
409,18,1,2013,0,0,5,0,96,143,0.680772685,8.192172533,0.689684485,170,0.686675264,155.85
410,18,1,2013,1,1,5,0,97,129.99,0.646334301,8.10519856,0.653865278,173,0.648978396,170
411,18,1,2013,2,2,5,0,98,101,0.621452383,8.158305726,0.629301119,160,0.622186362,101
412,18,1,2013,3,3,5,0,99,79.99,0.610759426,8.003507399,0.614245812,150,0.611321427,79.99
413,18,1,2013,4,4,5,0,100,77,0.608594588,7.800020615,0.613928218,35,0.610040321,77
414,18,1,2013,5,5,5,0,101,80,0.616111627,7.887797162,0.623749145,160,0.619962325,150
415,18,1,2013,6,6,5,0,102,124,0.637763596,8.23198657,0.648318032,170,0.644540795,150
416,18,1,2013,7,7,5,0,103,142.99,0.669171059,9.254463623,0.687208422,165,0.67373219,160
417,18,1,2013,8,8,5,0,104,172.8,0.760156994,10.21818102,0.775196281,190,0.766792478,185
418,18,1,2013,9,9,5,0,105,190,0.816377858,10.77317899,0.833240825,200,0.822305471,190
419,18,1,2013,10,10,5,0,106,190,0.833024525,11.18292474,0.843883685,187.64,0.840458638,190
420,18,1,2013,11,11,5,0,107,190.01,0.838012235,11.42991616,0.85014171,192.96,0.846639722,190.01
421,18,1,2013,12,12,5,0,108,172.79,0.777490538,11.46681266,0.82239552,145,0.788403173,172.7
422,18,1,2013,13,13,5,0,109,185.98,0.819526208,11.36375739,0.832340385,145,0.817443351,151
423,18,1,2013,14,14,5,0,110,187.63,0.823141607,10.99220609,0.837917562,185,0.824772787,188
424,18,1,2013,15,15,5,0,111,180,0.81814376,10.50258416,0.827900338,171.99,0.817141849,180
425,18,1,2013,16,16,5,0,112,185.01,0.826370169,10.31496614,0.836021468,195,0.81826079,140
426,18,1,2013,17,17,5,0,113,185,0.850497008,9.395269494,0.855397944,200,0.835917059,185
427,18,1,2013,18,18,5,0,114,172.8,0.820581685,9.202577647,0.830376282,170,0.808447552,138
428,18,1,2013,19,19,5,0,115,172,0.797362854,9.034954775,0.798926171,160,0.781828026,127.39
429,18,1,2013,20,20,5,0,116,169.9,0.777913656,8.24931137,0.783081507,160,0.763643568,70
430,18,1,2013,21,21,5,0,117,145,0.759276137,7.965072997,0.767095722,144.99,0.751117051,78
431,18,1,2013,22,22,5,0,118,172.79,0.763056841,7.361810105,0.773491892,169.99,0.754685732,185
432,18,1,2013,23,23,5,0,119,145,0.732017073,7.157962294,0.737959363,160,0.725017787,185
433,19,1,2013,0,0,6,0,120,149.99,0.695634005,6.896546098,0.686675264,155.85,0.700146575,149.99
434,19,1,2013,1,1,6,0,121,124,0.652395768,6.809302601,0.648978396,170,0.65558267,124
435,19,1,2013,2,2,6,0,122,99.99,0.624570122,6.828713107,0.622186362,101,0.628781435,99.99
436,19,1,2013,3,3,6,0,123,68,0.610450497,6.855038298,0.611321427,79.99,0.615651016,68
437,19,1,2013,4,4,6,0,124,68,0.606055877,6.741595602,0.610040321,77,0.606321189,68
438,19,1,2013,5,5,6,0,125,68,0.606106957,6.750207665,0.619962325,150,0.614181446,68
439,19,1,2013,6,6,6,0,126,99.99,0.612690375,7.207084056,0.644540795,150,0.623056785,99.99
440,19,1,2013,7,7,6,0,127,123.99,0.628076146,8.430455541,0.67373219,160,0.634917504,123.99
441,19,1,2013,8,8,6,0,128,160,0.706627342,9.141642062,0.766792478,185,0.706889437,64
442,19,1,2013,9,9,6,0,129,180,0.775344258,9.707349392,0.822305471,190,0.777595837,120
443,19,1,2013,10,10,6,0,130,172.8,0.804297596,10.27012791,0.840458638,190,0.803432213,78
444,19,1,2013,11,11,6,0,131,185,0.832667369,10.18605927,0.846639722,190.01,0.822616972,135
445,19,1,2013,12,12,6,0,132,172.8,0.813485718,9.736374249,0.788403173,172.7,0.793211931,130
446,19,1,2013,13,13,6,0,133,175,0.808769393,9.297550031,0.817443351,151,0.791691428,175
447,19,1,2013,14,14,6,0,134,185.01,0.800825966,8.645291318,0.824772787,188,0.784849995,197
448,19,1,2013,15,15,6,0,135,172.8,0.786816409,8.027266189,0.817141849,180,0.772755238,185
449,19,1,2013,16,16,6,0,136,174.99,0.797397943,7.627309346,0.81826079,140,0.777892167,174.99
450,19,1,2013,17,17,6,0,137,188.69,0.808202214,7.263808151,0.835917059,185,0.790373628,125
451,19,1,2013,18,18,6,0,138,180.29,0.790531517,7.128011015,0.808447552,138,0.784705477,125
452,19,1,2013,19,19,6,0,139,172.8,0.771327982,7.09184814,0.781828026,127.39,0.766868027,130
453,19,1,2013,20,20,6,0,140,172.79,0.750749987,6.963061603,0.763643568,70,0.748558815,78
454,19,1,2013,21,21,6,0,141,165,0.736429941,6.718078284,0.751117051,78,0.734421959,70
455,19,1,2013,22,22,6,0,142,172.79,0.741269073,6.452557297,0.754685732,185,0.745329495,172.79
456,19,1,2013,23,23,6,0,143,166,0.713852304,6.219194914,0.725017787,185,0.712931944,166
457,20,1,2013,0,0,7,0,144,154.99,0.677089311,6.123455807,0.700146575,149.99,0.682221073,154.99
458,20,1,2013,1,1,7,0,145,142.99,0.630865115,6.079938672,0.65558267,124,0.634739307,165
459,20,1,2013,2,2,7,0,146,110,0.599974167,5.967041908,0.628781435,99.99,0.603883169,185
460,20,1,2013,3,3,7,0,147,77,0.579633362,6.027724992,0.615651016,68,0.587131877,171
461,20,1,2013,4,4,7,0,148,68,0.57235424,5.952764874,0.606321189,68,0.578954692,68
462,20,1,2013,5,5,7,0,149,68,0.569788301,5.887335802,0.614181446,68,0.581982296,40
463,20,1,2013,6,6,7,0,150,68,0.573497371,6.088461568,0.623056785,99.99,0.579569077,40
464,20,1,2013,7,7,7,0,151,68,0.558178002,7.465779188,0.634917504,123.99,0.560088386,9
465,20,1,2013,8,8,7,0,152,75.01,0.582260108,8.851709821,0.706889437,64,0.591235307,20
466,20,1,2013,9,9,7,0,153,135,0.62506522,9.843340352,0.777595837,120,0.633340142,21
467,20,1,2013,10,10,7,0,154,142.99,0.673520679,10.73407011,0.803432213,78,0.668764103,40
468,20,1,2013,11,11,7,0,155,169.99,0.704596094,11.48087102,0.822616972,135,0.701259233,45.5
469,20,1,2013,12,12,7,0,156,169.98,0.692396575,11.74936757,0.793211931,130,0.685589744,40
470,20,1,2013,13,13,7,0,157,169.95,0.68505917,11.7035888,0.791691428,175,0.676388647,40
471,20,1,2013,14,14,7,0,158,165.01,0.680709568,11.41591925,0.784849995,197,0.666445608,32
472,20,1,2013,15,15,7,0,159,143,0.670642718,10.70712299,0.772755238,185,0.665679962,21
473,20,1,2013,16,16,7,0,160,169.94,0.691881032,10.33780411,0.777892167,174.99,0.680516246,31
474,20,1,2013,17,17,7,0,161,170,0.72208135,10.05744843,0.790373628,125,0.726079588,110
475,20,1,2013,18,18,7,0,162,170,0.732520799,9.919386835,0.784705477,125,0.735701886,110
476,20,1,2013,19,19,7,0,163,169.99,0.729001984,9.703626958,0.766868027,130,0.72510285,71
477,20,1,2013,20,20,7,0,164,169.99,0.715534511,9.736639443,0.748558815,78,0.713552044,65
478,20,1,2013,21,21,7,0,165,153.33,0.708838703,9.559321237,0.734421959,70,0.70772776,60
479,20,1,2013,22,22,7,0,166,170,0.716173121,9.327231056,0.745329495,172.79,0.718568952,100
480,20,1,2013,23,23,7,0,167,149.69,0.675078158,9.043579953,0.712931944,166,0.687441658,149.69
481,21,1,2013,0,0,1,0,0,123.99,0.655292819,8.700509605,0.682221073,154.99,0.649705724,123.99
482,21,1,2013,1,1,1,0,1,68,0.610509768,8.459264301,0.634739307,165,0.608030888,68
483,21,1,2013,2,2,1,0,2,67.99,0.58650687,8.079366995,0.603883169,185,0.581167817,67.99
484,21,1,2013,3,3,1,0,3,64,0.571034749,7.787219498,0.587131877,171,0.5699111,40
485,21,1,2013,4,4,1,0,4,64,0.56896891,7.863549734,0.578954692,68,0.568392039,53
486,21,1,2013,5,5,1,0,5,67.99,0.582075396,7.750206647,0.581982296,40,0.574674347,60
487,21,1,2013,6,6,1,0,6,90,0.608302299,8.248248581,0.579569077,40,0.610235173,90
488,21,1,2013,7,7,1,0,7,119.99,0.646903206,10.32874275,0.560088386,9,0.644831545,119.99
489,21,1,2013,8,8,1,0,8,177.99,0.762205234,11.75645251,0.591235307,20,0.752369405,155
490,21,1,2013,9,9,1,0,9,189.8,0.827092447,12.9044632,0.633340142,21,0.815895683,155
491,21,1,2013,10,10,1,0,10,189.99,0.843663046,14.05158621,0.668764103,40,0.828975053,179.99
492,21,1,2013,11,11,1,0,11,190.01,0.846735257,14.49035901,0.701259233,45.5,0.838334819,130
493,21,1,2013,12,12,1,0,12,169.97,0.79810576,14.76788696,0.685589744,40,0.802791414,65
494,21,1,2013,13,13,1,0,13,181.99,0.802267331,14.38802429,0.676388647,40,0.806666944,65
495,21,1,2013,14,14,1,0,14,187.64,0.806018339,13.73504207,0.666445608,32,0.809008821,107.6
496,21,1,2013,15,15,1,0,15,170,0.795904634,12.66174987,0.665679962,21,0.803162771,65
497,21,1,2013,16,16,1,0,16,180,0.808096415,11.77869457,0.680516246,31,0.805628925,100
498,21,1,2013,17,17,1,0,17,190,0.844996948,11.21045729,0.726079588,110,0.831810947,155
499,21,1,2013,18,18,1,0,18,171.99,0.817608173,10.64615176,0.735701886,110,0.816202192,102
500,21,1,2013,19,19,1,0,19,165,0.790565645,10.55501449,0.72510285,71,0.789744476,116.65
501,21,1,2013,20,20,1,0,20,164.99,0.768476237,10.28331009,0.713552044,65,0.766091663,78
502,21,1,2013,21,21,1,0,21,143,0.749596234,10.24502948,0.70772776,60,0.751773875,70
503,21,1,2013,22,22,1,0,22,165,0.751023904,10.13256241,0.718568952,100,0.755941081,105
504,21,1,2013,23,23,1,0,23,123.99,0.717930621,10.07292305,0.687441658,149.69,0.723646258,150
505,22,1,2013,0,0,2,0,24,142.99,0.680627962,10.37631507,0.649705724,123.99,0.684245087,53
506,22,1,2013,1,1,2,0,25,123.99,0.639189755,10.24992812,0.608030888,68,0.64151455,65
507,22,1,2013,2,2,2,0,26,123.99,0.62226902,10.25325886,0.581167817,67.99,0.620753369,30
508,22,1,2013,3,3,2,0,27,77,0.604650694,9.858584288,0.5699111,40,0.606317359,39
